,video,Short-term-pred,Long-term-pred,Short-term-true,Long-term-true
900,video7128.webm,0.8351176,0.7571569,0.752,0.818
901,video7129.webm,0.84432983,0.7650558,0.654,0.769
902,video7131.webm,0.8305596,0.75361437,0.86,0.529
903,video7132.webm,0.8523631,0.77182794,0.9259999999999999,0.8
904,video7133.webm,0.8405199,0.76184595,0.8190000000000001,0.615
905,video7134.webm,0.87358266,0.790586,0.8340000000000001,0.769
906,video7135.webm,0.8350898,0.7574845,0.856,0.667
907,video7136.webm,0.85169023,0.7717441,0.927,1.0
908,video7138.webm,0.8517374,0.77136254,0.9229999999999999,0.9
909,video7140.webm,0.8133482,0.74086267,0.878,0.5710000000000001
910,video7141.webm,0.87651414,0.79353917,0.752,0.9
911,video7142.webm,0.86143506,0.7798512,0.877,0.833
912,video7143.webm,0.88288593,0.79910684,0.983,0.8
913,video7144.webm,0.8390087,0.7606912,0.804,0.6
914,video7145.webm,0.8384708,0.76048815,0.7120000000000001,0.8
915,video7146.webm,0.8481777,0.768286,0.861,0.727
916,video7147.webm,0.842532,0.76360476,0.889,0.769
917,video7148.webm,0.8516386,0.77125764,0.835,0.6920000000000001
918,video7149.webm,0.8764175,0.7934819,0.9840000000000001,0.9
919,video7150.webm,0.84968984,0.7695379,0.948,0.909
920,video7151.webm,0.8681104,0.7856118,0.777,0.6
921,video7152.webm,0.8749198,0.7922065,0.8640000000000001,0.778
922,video7153.webm,0.88912416,0.8052918,0.693,0.733
923,video7154.webm,0.84890926,0.76899487,0.9520000000000001,0.867
924,video7155.webm,0.85455716,0.7739795,0.7709999999999999,0.75
925,video7156.webm,0.8559493,0.7747913,0.804,0.667
926,video7157.webm,0.88189214,0.7986026,0.83,0.643
927,video7159.webm,0.8333988,0.75619364,0.8290000000000001,0.7140000000000001
928,video7160.webm,0.8797848,0.79692197,0.665,0.917
929,video7161.webm,0.8359076,0.7583584,0.8640000000000001,0.9
930,video7162.webm,0.84333205,0.7641715,0.835,0.75
931,video7163.webm,0.8294068,0.7527007,0.836,1.0
932,video7164.webm,0.85984015,0.77841055,0.966,0.8
933,video7165.webm,0.84726936,0.767457,0.75,0.682
934,video7166.webm,0.8679348,0.7853825,0.775,0.6
935,video7167.webm,0.84561884,0.7661561,0.983,1.0
936,video7168.webm,0.86422354,0.78272283,0.953,0.5
937,video7170.webm,0.85087985,0.7707283,0.895,0.7859999999999999
938,video7172.webm,0.8685646,0.78604835,0.8959999999999999,0.846
939,video7173.webm,0.859264,0.77796984,0.956,0.8
940,video7174.webm,0.83192587,0.755093,0.9259999999999999,0.733
941,video7175.webm,0.8372294,0.75950587,0.737,0.727
942,video7176.webm,0.84584147,0.76636714,0.7809999999999999,0.643
943,video7177.webm,0.8411609,0.76236874,0.7390000000000001,0.8
944,video7179.webm,0.8364563,0.75852907,0.951,0.889
945,video7180.webm,0.8788027,0.7955723,0.983,0.9
946,video7181.webm,0.8402084,0.7615876,0.86,0.867
947,video7183.webm,0.8542532,0.7734,0.925,0.684
948,video7184.webm,0.8239918,0.74822944,0.9540000000000001,1.0
949,video7185.webm,0.8616102,0.7799857,0.888,0.8
950,video7188.webm,0.8553388,0.7742277,0.684,0.8
951,video7189.webm,0.85773516,0.7766095,0.9,0.9
952,video7191.webm,0.86581445,0.7837899,0.95,0.6
953,video7192.webm,0.85642505,0.77569556,0.8959999999999999,0.353
954,video7193.webm,0.8760675,0.79311144,0.797,1.0
955,video7194.webm,0.88372374,0.8003018,0.8909999999999999,0.9329999999999999
956,video7195.webm,0.84730357,0.76781857,0.985,0.9
957,video7196.webm,0.877391,0.79423773,0.92,0.455
958,video7197.webm,0.86396253,0.7821953,0.9229999999999999,0.833
959,video7198.webm,0.8432338,0.7643112,0.951,0.8240000000000001
960,video7199.webm,0.88195205,0.79839134,0.802,0.5
961,video7200.webm,0.8715619,0.78898805,0.862,0.909
962,video7201.webm,0.8465611,0.76701975,0.893,1.0
963,video7202.webm,0.874046,0.7909611,0.807,0.7859999999999999
964,video7203.webm,0.83250535,0.75530744,0.863,0.857
965,video7204.webm,0.8581896,0.77707446,0.924,0.643
966,video7205.webm,0.8603641,0.7791575,0.866,1.0
967,video7206.webm,0.8672503,0.7846761,0.894,0.909
968,video7207.webm,0.83630085,0.75839114,0.893,0.667
969,video7208.webm,0.8436509,0.76452166,0.794,0.7
970,video7209.webm,0.86253834,0.78082144,0.775,0.667
971,video7210.webm,0.8348339,0.75733244,0.7390000000000001,0.556
972,video7211.webm,0.83645606,0.75832844,0.953,0.8
973,video7213.webm,0.8272227,0.7511966,0.8290000000000001,0.583
974,video7214.webm,0.83666205,0.758935,0.892,0.9229999999999999
975,video7215.webm,0.85535884,0.77461874,0.9159999999999999,0.706
976,video7216.webm,0.834268,0.7566452,0.9209999999999999,0.818
977,video7217.webm,0.842335,0.7632563,0.804,0.727
978,video7218.webm,0.8686172,0.78622746,0.9229999999999999,0.8
979,video7219.webm,0.8797834,0.79653525,0.825,0.667
980,video7220.webm,0.87162566,0.78917426,0.8079999999999999,0.727
981,video7221.webm,0.85051703,0.7700124,0.951,0.846
982,video7222.webm,0.84081733,0.7622676,0.78,0.636
983,video7223.webm,0.8203504,0.74594307,0.955,0.929
984,video7224.webm,0.87044895,0.7879336,0.8109999999999999,0.667
985,video7225.webm,0.87547565,0.7925672,0.895,0.6
986,video7226.webm,0.8483645,0.76850855,0.953,0.9229999999999999
987,video7227.webm,0.8652031,0.78298545,0.866,0.625
988,video7229.webm,0.86127883,0.7796889,0.868,0.818
989,video7230.webm,0.8528894,0.7724186,0.895,0.615
990,video7231.webm,0.86685216,0.7848203,0.655,0.778
991,video7233.webm,0.82800937,0.75156415,0.863,0.364
992,video7235.webm,0.86440027,0.7827539,0.778,0.4
993,video7237.webm,0.86330056,0.7814752,0.7659999999999999,0.667
994,video7238.webm,0.84881175,0.7687569,0.866,1.0
995,video7239.webm,0.8463168,0.76671386,0.863,0.917
996,video7240.webm,0.8524004,0.7717235,0.893,0.667
997,video7241.webm,0.87569,0.7929469,0.9520000000000001,0.929
998,video7242.webm,0.8033811,0.73355794,0.802,0.455
999,video7243.webm,0.85169154,0.771924,0.858,0.9329999999999999
1000,video7244.webm,0.8472957,0.767532,0.955,0.857
1001,video7245.webm,0.88487566,0.80142653,0.835,1.0
1002,video7246.webm,0.8558469,0.7748902,0.535,0.722
1003,video7248.webm,0.86748815,0.7851818,0.9229999999999999,0.9
1004,video7249.webm,0.84252846,0.76355255,0.866,0.938
1005,video7250.webm,0.8632969,0.78148866,0.802,0.667
1006,video7251.webm,0.86170244,0.7798998,0.836,0.7
1007,video7253.webm,0.8432163,0.7642045,0.9520000000000001,0.667
1008,video7255.webm,0.86710143,0.7847948,0.8640000000000001,0.857
1009,video7256.webm,0.84856987,0.768579,0.865,0.7
1010,video7257.webm,0.8513443,0.77146834,0.982,0.882
1011,video7258.webm,0.9117678,0.82866997,0.871,0.75
1012,video7259.webm,0.85915196,0.77772456,0.9540000000000001,0.667
1013,video7260.webm,0.8846123,0.8011733,0.945,0.455
1014,video7261.webm,0.8622548,0.78037167,0.904,0.889
1015,video7262.webm,0.8521391,0.7716603,0.6920000000000001,0.7
1016,video7263.webm,0.8210393,0.74624366,0.865,0.833
1017,video7264.webm,0.8764175,0.7934819,0.9229999999999999,1.0
1018,video7265.webm,0.8459945,0.7664173,0.723,0.818
1019,video7266.webm,0.85849637,0.77729595,0.961,0.846
1020,video7267.webm,0.8527949,0.77246714,0.956,0.727
1021,video7269.webm,0.8393539,0.7610471,0.953,0.846
1022,video7270.webm,0.8430852,0.76395607,0.95,0.9329999999999999
1023,video7271.webm,0.84521264,0.7658225,0.775,0.667
1024,video7273.webm,0.8471389,0.7673255,0.83,0.6
1025,video7274.webm,0.8675525,0.78555244,0.805,0.9229999999999999
1026,video7275.webm,0.87902987,0.79584265,0.799,0.643
1027,video7276.webm,0.8321644,0.75511676,0.893,0.917
1028,video7278.webm,0.8418946,0.762885,0.8270000000000001,0.6
1029,video7279.webm,0.873585,0.7911096,0.9179999999999999,0.9
1030,video7281.webm,0.8587383,0.777406,0.8590000000000001,0.6920000000000001
1031,video7283.webm,0.8703234,0.78830683,0.8909999999999999,0.895
1032,video7285.webm,0.85814583,0.7768139,0.885,1.0
1033,video7286.webm,0.8542818,0.7735663,0.826,0.6
1034,video7287.webm,0.85907114,0.77773505,0.861,0.563
1035,video7288.webm,0.8512182,0.77086,0.895,0.563
1036,video7289.webm,0.8278707,0.7519333,0.7440000000000001,0.929
1037,video7290.webm,0.8488425,0.7688262,0.835,0.6920000000000001
1038,video7291.webm,0.84982,0.769559,0.927,0.727
1039,video7292.webm,0.8355688,0.75783736,0.8340000000000001,0.667
1040,video7293.webm,0.809574,0.73791254,0.982,1.0
1041,video7295.webm,0.84626496,0.76698804,0.535,0.455
1042,video7296.webm,0.88513196,0.8019265,0.833,0.833
1043,video7297.webm,0.84790194,0.7680323,0.8440000000000001,0.6920000000000001
1044,video7298.webm,0.854566,0.77392924,0.9540000000000001,0.846
1045,video7299.webm,0.84456927,0.7656938,0.878,0.769
1046,video7300.webm,0.8683055,0.786175,0.868,1.0
1047,video7301.webm,0.8808855,0.7975352,0.927,1.0
1048,video7302.webm,0.877391,0.79423773,0.917,0.75
1049,video7303.webm,0.8553902,0.77447593,0.895,0.917
1050,video7304.webm,0.8532527,0.7727469,0.98,0.929
1051,video7305.webm,0.8649187,0.7828884,0.958,0.727
1052,video7306.webm,0.8365116,0.7587581,0.7959999999999999,0.9440000000000001
1053,video7307.webm,0.8397364,0.7613247,0.8390000000000001,0.769
1054,video7308.webm,0.85847574,0.77756345,0.889,0.9229999999999999
1055,video7309.webm,0.8415858,0.7626591,0.779,0.769
1056,video7310.webm,0.8544321,0.7738418,0.893,0.8640000000000001
1057,video7311.webm,0.8541657,0.7736072,0.81,0.8
1058,video7312.webm,0.8575171,0.776363,0.951,1.0
1059,video7313.webm,0.8561338,0.7749696,0.804,0.833
1060,video7314.webm,0.8422964,0.76315933,0.885,0.5710000000000001
1061,video7315.webm,0.83597577,0.7583401,0.9520000000000001,1.0
1062,video7317.webm,0.8347362,0.75757015,0.897,0.8
1063,video7318.webm,0.85037243,0.77050805,0.866,0.545
1064,video7319.webm,0.84218395,0.7637558,0.7959999999999999,0.556
1065,video7320.webm,0.8590146,0.77786314,0.956,0.5379999999999999
1066,video7321.webm,0.84706366,0.7672945,0.924,0.818
1067,video7322.webm,0.89558876,0.81162417,0.833,0.7
1068,video7324.webm,0.8726691,0.7900552,0.9229999999999999,0.556
1069,video7325.webm,0.8964138,0.81261826,0.9540000000000001,1.0
1070,video7328.webm,0.86505955,0.78315306,0.9229999999999999,0.9329999999999999
1071,video7329.webm,0.8427172,0.7637854,0.982,0.917
1072,video7331.webm,0.8631985,0.78129303,0.8270000000000001,1.0
1073,video7333.webm,0.88934666,0.805928,0.81,0.9
1074,video7334.webm,0.86820793,0.78650635,0.89,0.737
1075,video7335.webm,0.8487767,0.7686917,0.77,0.636
1076,video7336.webm,0.84915686,0.76921344,0.982,0.778
1077,video7337.webm,0.8533082,0.7727035,0.83,0.7
1078,video7338.webm,0.8673709,0.7850144,0.898,0.778
1079,video7339.webm,0.8448465,0.76563483,0.81,0.615
1080,video7341.webm,0.8491602,0.7691256,0.7340000000000001,0.846
1081,video7342.webm,0.8731126,0.7904699,0.863,0.9229999999999999
1082,video7343.webm,0.8936733,0.81001925,0.9540000000000001,1.0
1083,video7344.webm,0.83342904,0.7565449,0.855,0.5
1084,video7345.webm,0.8778135,0.79461336,0.695,0.5
1085,video7346.webm,0.84604824,0.76651025,0.92,0.857
1086,video7347.webm,0.8466103,0.7670055,0.5660000000000001,0.737
1087,video7348.webm,0.8466941,0.76707107,0.775,0.5
1088,video7349.webm,0.85385656,0.7731299,0.809,0.9
1089,video7350.webm,0.86103404,0.7794093,0.838,0.9
1090,video7351.webm,0.8625182,0.7805964,0.9540000000000001,0.583
1091,video7352.webm,0.8370939,0.7590563,0.9229999999999999,0.9
1092,video7355.webm,0.841277,0.7626184,0.667,0.5
1093,video7358.webm,0.8577377,0.77647525,0.8959999999999999,0.545
1094,video7359.webm,0.83573097,0.758124,0.867,0.545
1095,video7360.webm,0.8380046,0.7599658,0.922,0.917
1096,video7361.webm,0.8701681,0.78757346,0.9259999999999999,1.0
1097,video7362.webm,0.8438364,0.7647042,0.88,0.9
1098,video7363.webm,0.8328824,0.75608325,0.9179999999999999,0.6920000000000001
1099,video7364.webm,0.84917355,0.7691263,0.8909999999999999,0.9
1100,video7365.webm,0.86978376,0.78716576,0.8590000000000001,0.875
1101,video7367.webm,0.857404,0.7759342,0.858,1.0
1102,video7370.webm,0.8404923,0.7620789,0.951,0.938
1103,video7372.webm,0.8270768,0.75086623,0.96,1.0
1104,video7373.webm,0.8447331,0.7653584,0.9540000000000001,0.917
1105,video7374.webm,0.8865376,0.8028084,0.893,0.846
1106,video7375.webm,0.88260543,0.7992446,0.777,0.833
1107,video7376.webm,0.87953544,0.7960795,0.924,0.7859999999999999
1108,video7377.webm,0.85735345,0.77640235,0.872,0.583
1109,video7378.webm,0.86547583,0.78358215,0.893,0.75
1110,video7380.webm,0.85688174,0.7758235,0.897,0.9
1111,video7381.webm,0.8561574,0.77525795,0.889,0.6920000000000001
1112,video7382.webm,0.8565706,0.7753226,0.72,0.818
1113,video7383.webm,0.8644985,0.78264344,0.888,0.75
1114,video7385.webm,0.8550741,0.7741426,0.893,0.6
1115,video7386.webm,0.8602395,0.77872896,0.866,0.909
1116,video7387.webm,0.84821916,0.76883996,0.863,0.727
1117,video7388.webm,0.83649594,0.75847447,0.866,0.5
1118,video7389.webm,0.81011283,0.7386309,0.861,0.75
1119,video7390.webm,0.8511826,0.7709017,0.866,0.444
1120,video7391.webm,0.84802055,0.768283,0.8079999999999999,0.765
1121,video7392.webm,0.8758795,0.7929,0.8340000000000001,0.5
1122,video7394.webm,0.8589732,0.7776366,0.868,0.6920000000000001
1123,video7396.webm,0.85289156,0.77227646,0.9840000000000001,0.9
1124,video7397.webm,0.8777307,0.79474366,0.938,1.0
1125,video7398.webm,0.86748064,0.7852808,0.7659999999999999,0.8420000000000001
1126,video7399.webm,0.8936883,0.80998886,0.8690000000000001,0.833
1127,video7400.webm,0.83629453,0.75853115,0.655,0.8420000000000001
1128,video7401.webm,0.8817207,0.7984922,0.95,0.727
1129,video7402.webm,0.82843804,0.7520543,0.9540000000000001,0.5
1130,video7404.webm,0.86469793,0.7829834,0.8009999999999999,0.75
1131,video7405.webm,0.8635678,0.78193426,0.8109999999999999,0.5710000000000001
1132,video7406.webm,0.8410772,0.76233625,0.895,0.909
1133,video7407.webm,0.88260543,0.7992446,0.845,0.5710000000000001
1134,video7408.webm,0.8468505,0.7672107,0.86,0.889
1135,video7409.webm,0.8583895,0.77710694,0.6459999999999999,0.5
1136,video7410.webm,0.8360101,0.7581874,0.716,0.583
1137,video7411.webm,0.83532023,0.7577013,0.9229999999999999,0.769
1138,video7414.webm,0.8386122,0.76054204,0.831,0.909
1139,video7415.webm,0.8520702,0.77169347,0.955,0.636
1140,video7416.webm,0.8615856,0.77993095,0.893,0.8
1141,video7417.webm,0.82558894,0.74967206,0.777,0.769
1142,video7419.webm,0.8536317,0.77306485,0.9179999999999999,0.846
1143,video7421.webm,0.872229,0.78979003,0.838,0.9
1144,video7422.webm,0.89094853,0.8073714,0.8640000000000001,0.833
1145,video7423.webm,0.81816494,0.74434674,0.903,0.875
1146,video7424.webm,0.8742279,0.7913522,0.8320000000000001,0.818
1147,video7426.webm,0.8476422,0.7680692,0.758,0.6
1148,video7427.webm,0.8540584,0.7733658,0.868,0.917
1149,video7428.webm,0.81752217,0.743737,0.653,0.545
1150,video7429.webm,0.8615352,0.7800031,0.506,0.5329999999999999
1151,video7431.webm,0.8641963,0.78222054,0.982,1.0
1152,video7432.webm,0.84679043,0.7672174,0.9129999999999999,0.722
1153,video7433.webm,0.867818,0.78558797,0.9840000000000001,0.909
1154,video7434.webm,0.8218713,0.7467224,0.8140000000000001,0.769
1155,video7435.webm,0.8703625,0.7879623,0.982,0.8
1156,video7436.webm,0.8694609,0.7871082,0.9840000000000001,1.0
1157,video7437.webm,0.8431618,0.7639692,0.7120000000000001,0.846
1158,video7438.webm,0.88872075,0.8052161,0.77,0.929
1159,video7439.webm,0.8624424,0.7806965,0.8,0.75
1160,video7442.webm,0.85623837,0.7754533,0.873,0.6920000000000001
1161,video7443.webm,0.86381465,0.78219736,0.9540000000000001,0.833
1162,video7444.webm,0.87595344,0.7927703,0.9520000000000001,0.909
1163,video7445.webm,0.871362,0.7888762,0.8029999999999999,0.895
1164,video7446.webm,0.84273374,0.76377034,0.868,1.0
1165,video7447.webm,0.86350393,0.7815231,0.857,0.917
1166,video7448.webm,0.8693205,0.78673124,0.892,0.818
1167,video7451.webm,0.8633334,0.7814254,0.9229999999999999,0.7
1168,video7452.webm,0.83417845,0.7566584,0.867,0.9
1169,video7453.webm,0.8600244,0.77882886,0.898,0.833
1170,video7454.webm,0.844208,0.7648927,0.799,0.9
1171,video7456.webm,0.8452809,0.7657695,0.84,0.6920000000000001
1172,video7457.webm,0.8738539,0.7909379,0.983,0.846
1173,video7458.webm,0.8424511,0.7640234,0.836,0.909
1174,video7461.webm,0.8310927,0.7541756,0.863,0.917
1175,video7462.webm,0.8911487,0.80711234,0.748,0.5329999999999999
1176,video7463.webm,0.8570577,0.77597797,0.9520000000000001,0.7
1177,video7465.webm,0.88233197,0.79918593,0.98,0.7859999999999999
1178,video7466.webm,0.85929954,0.77775276,0.894,0.909
1179,video7468.webm,0.8172414,0.7435033,0.7190000000000001,0.9229999999999999
1180,video7469.webm,0.8146076,0.74174464,0.807,0.941
1181,video7470.webm,0.8650458,0.78321016,0.865,0.765
1182,video7471.webm,0.8336811,0.75623906,0.8640000000000001,0.846
1183,video7472.webm,0.8714825,0.7886709,0.922,0.727
1184,video7473.webm,0.84208465,0.7630611,0.828,0.8
1185,video7474.webm,0.8566083,0.77552855,0.8420000000000001,0.8
1186,video7475.webm,0.8498148,0.7698997,0.741,0.85
1187,video7477.webm,0.8585917,0.777436,0.927,0.897
1188,video7478.webm,0.87007076,0.78757846,0.892,0.833
1189,video7479.webm,0.8827419,0.79941857,0.8390000000000001,0.8
1190,video7480.webm,0.8751658,0.7924696,0.889,0.833
1191,video7481.webm,0.8247283,0.74904585,0.9229999999999999,0.846
1192,video7483.webm,0.8427774,0.7638649,0.812,0.8
1193,video7485.webm,0.85150176,0.7713275,0.922,0.833
1194,video7486.webm,0.8436624,0.7644002,0.8,0.636
1195,video7488.webm,0.8321644,0.75511676,0.9209999999999999,1.0
1196,video7489.webm,0.85547686,0.7746159,0.909,0.8390000000000001
1197,video7491.webm,0.86593914,0.78392386,0.713,0.818
1198,video7492.webm,0.85131395,0.7711187,0.9540000000000001,1.0
1199,video7493.webm,0.8546596,0.77383894,0.953,0.615
